Time_hr,Choke_pct,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi
0,80,176.08734716410333,202.5416531747349,144.69997232261395,2833.3546908527587
1,80,176.38258057869524,201.94247059187222,144.34029933734493,2833.290709111727
2,80,175.9972862205797,201.88045779815263,145.57290860573164,2833.3791721871667
3,80,176.00676948137857,202.95036868040918,144.3613243463781,2833.38572966904
4,80,175.76470406218917,202.20550633992002,143.7561622762068,2832.8764601381718
5,80,176.35152948297934,202.93123829688685,144.37987143454544,2831.628589022985
6,80,177.09696760871176,202.59061001481908,144.37754727503457,2832.4098920744136
7,80,176.07829993354864,202.399559094404,144.02191601347732,2832.7018505292394
8,80,176.62481231448837,203.13706217440964,144.20660107382207,2831.752380775607
9,80,176.24183767937237,201.9616873135867,145.26269868510965,2832.170472629732
10,80,176.1737602631882,202.77119353479887,144.05009020291777,2830.5161971730313
11,80,176.64535587560735,203.06195927644654,144.4695143247396,2830.9388819030205
12,80,176.4721564922679,202.3635790308561,144.1948338563697,2830.4164119548195
13,80,176.5562093171163,202.3520713999073,144.39127561566391,2830.8013534888178
14,80,175.01246900484176,201.28172799640737,144.88434480286145,2830.9277001705254
15,80,176.76202893849214,203.56008790674673,145.0723485467264,2830.363211419469
16,80,176.24663510558915,202.92299151643303,145.39163801811208,2830.942862330411
17,80,176.29632099524906,202.5516466507142,144.70873772442965,2830.8094075465597
18,80,176.15564865509998,202.86852170642032,144.79629715727575,2830.7030607277684
19,80,176.47267438113653,202.48642009301417,144.35113057360638,2830.383709428553
0,85,181.2808859965613,198.09541159702118,141.45849313244287,2812.9737375701766
1,85,182.25403236297743,198.71985388088365,141.44386870669678,2812.723916595961
2,85,181.5423318277628,198.21464703741358,141.15731280504966,2812.540870010262
3,85,181.77568455376073,198.16155890702785,141.25283605171322,2812.358835201597
4,85,181.7463053247592,197.93908797097288,141.02462294445655,2811.085669427006
5,85,181.21238461538883,198.294745114186,141.15567810787525,2811.0686560409845
6,85,182.2796185180629,197.47441980301497,141.18129378612457,2810.9667730097785
7,85,182.61308127068125,198.00947885378602,141.77727631116062,2810.709438937608
8,85,182.339427227779,197.49062247850244,141.6252788776084,2810.97521884686
9,85,181.77728575589268,198.4075040547464,141.6600262093917,2810.8982343639445
10,85,181.67722427964526,198.41548031293192,141.7107787177776,2810.8432947267133
11,85,182.2571636732151,197.67875388981673,141.09749142261384,2810.619992280715
12,85,181.67641725894688,198.54272141127487,141.58327989876474,2810.390620322017
13,85,181.57863960326299,196.65459575732672,141.5291295490629,2809.4408634309348
14,85,181.27963359549454,197.4220438921192,141.44787940654555,2810.7684441735237
15,85,180.32963081798093,197.82147105352595,142.68557962882286,2809.0928758339523
16,85,182.33625538115385,197.02581469480762,141.53490311958745,2809.178412545626
17,85,182.0169849394399,198.24042505716952,142.64501553252427,2809.335399539656
18,85,181.5323579225969,198.12711956770963,141.56571586068276,2809.4930630321214
19,85,181.3463007902675,197.86645085882867,141.65585490584215,2808.741804640033
0,90,187.27112099272077,194.0406595792768,138.74864305513714,2790.974176384025
1,90,186.4812692575306,192.9809050858388,138.46176370948078,2792.1882489599325
2,90,187.71666572507266,194.07674573321438,138.74713582056225,2791.866426384914
3,90,187.7995998983388,193.81358324081648,139.4348496012089,2791.514778137902
4,90,187.42462085941074,192.77632313344026,138.5066244719198,2791.210008926856
5,90,187.82317679619902,193.0747034005208,138.75895020503125,2791.5416628704324
6,90,187.635111814861,193.43325402389476,138.04930646398807,2791.3080733404254
7,90,187.75924802907525,193.72685626893713,138.03577029056567,2792.311052664622
8,90,187.3890933252588,192.66744362547527,139.15564307746953,2790.142283221232
9,90,187.4774671434452,193.12470437571054,139.7912427185336,2791.3778560326105
10,90,187.6080754329448,193.5544647574496,138.52903027137825,2790.9998704008285
11,90,186.95999866481017,194.24049495288077,138.98123608054485,2790.7587582948904
12,90,186.9957949060364,192.7648195284995,138.73092701319075,2790.538190984541
13,90,188.774953474908,193.4715998712332,138.34932605003877,2790.223077970446
14,90,188.1782490076648,193.25860325429016,139.12681381599361,2790.2486047041657
15,90,186.81317709396924,192.96150691922136,139.42235454974042,2789.54287944784
16,90,188.45522944795044,192.2025166837739,138.9932393755173,2789.8210478638825
